,Age,StrService,HoursPerDay,WhileWorking,Instrumentalist,Composer,FavGenre,Exploratory,ForeignLanguages,FrequencyClassical,FrequencyCountry,FrequencyEDM,FrequencyFolk,FrequencyGospel,FrequencyHipHop,FrequencyJazz,FrequencyKpop,FrequencyLatin,FrequencyLofi,FrequencyMetal,FrequencyPop,FrequencyR&B,FrequencyRap,FrequencyRock,FrequencyVideoGameMusic,Anxiety,Depression,Insomnia,OCD,MusicEffects,BPM
516,16,Spotify,2.0,Да,Да,Да,Rock,Нет,Нет,Редко,Никогда,Очень часто,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Редко,Иногда,Редко,Никогда,Очень часто,Очень часто,7,4,10,2,Улучшение,112.0
517,26,Spotify,2.0,Да,Да,Нет,Rock,Да,Да,Очень часто,Редко,Редко,Очень часто,Никогда,Редко,Никогда,Никогда,Никогда,Иногда,Иногда,Редко,Никогда,Редко,Очень часто,Очень часто,7,5,6,0,Улучшение,124.0
518,30,Spotify,1.0,Нет,Да,Нет,Rock,Да,Нет,Иногда,Иногда,Редко,Иногда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Иногда,Иногда,Никогда,Редко,Очень часто,Никогда,8,5,8,9,Улучшение,162.0
519,19,Spotify,5.0,Да,Нет,Нет,Rock,Да,Да,Иногда,Редко,Никогда,Иногда,Редко,Редко,Иногда,Редко,Редко,Редко,Очень часто,Иногда,Редко,Редко,Очень часто,Иногда,9,9,9,3,Нет эффекта,111.0
520,33,Spotify,7.0,Да,Нет,Нет,Rock,Да,Да,Редко,Иногда,Иногда,Иногда,Редко,Очень часто,Редко,Редко,Иногда,Иногда,Иногда,Очень часто,Очень часто,Очень часто,Очень часто,Иногда,9,3,7,8,Улучшение,134.0
521,28,YouTube Music,2.0,Да,Нет,Нет,Rock,Да,Нет,Никогда,Редко,Редко,Редко,Никогда,Иногда,Никогда,Редко,Никогда,Иногда,Редко,Иногда,Очень часто,Редко,Очень часто,Редко,10,8,6,2,Улучшение,172.0
522,25,Spotify,3.0,Да,Нет,Нет,Rock,Да,Да,Редко,Никогда,Иногда,Иногда,Никогда,Редко,Никогда,Редко,Никогда,Иногда,Очень часто,Иногда,Редко,Редко,Очень часто,Иногда,9,6,3,0,Улучшение,180.0
523,19,Spotify,3.0,Да,Нет,Да,Rock,Да,Да,Иногда,Никогда,Иногда,Иногда,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Редко,Редко,Редко,Никогда,Очень часто,Редко,9,10,4,0,Улучшение,76.0
524,22,Spotify,3.0,Да,Нет,Нет,Rock,Нет,Нет,Никогда,Редко,Никогда,Очень часто,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Очень часто,Редко,Никогда,Никогда,Очень часто,Редко,9,10,3,9,Улучшение,124.0
525,30,Spotify,1.0,Нет,Да,Нет,Rock,Да,Нет,Редко,Никогда,Редко,Редко,Никогда,Редко,Редко,Никогда,Редко,Редко,Редко,Очень часто,Редко,Редко,Очень часто,Редко,4,2,1,3,Улучшение,129.0
526,20,Spotify,3.0,Нет,Нет,Нет,Rock,Да,Нет,Никогда,Очень часто,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Очень часто,Никогда,Иногда,Очень часто,Редко,10,10,7,3,Улучшение,136.0
527,19,Spotify,6.0,Да,Нет,Нет,Rock,Да,Да,Никогда,Никогда,Редко,Очень часто,Никогда,Редко,Редко,Никогда,Очень часто,Редко,Иногда,Очень часто,Редко,Иногда,Очень часто,Редко,4,2,0,0,Улучшение,52.0
528,37,Spotify,4.0,Да,Нет,Нет,Rock,Да,Нет,Редко,Иногда,Иногда,Иногда,Никогда,Очень часто,Редко,Никогда,Никогда,Иногда,Иногда,Иногда,Очень часто,Очень часто,Очень часто,Никогда,9,2,7,7,Улучшение,97.0
529,20,Spotify,3.0,Да,Нет,Нет,Rock,Да,Да,Иногда,Редко,Редко,Очень часто,Никогда,Редко,Иногда,Никогда,Никогда,Иногда,Иногда,Очень часто,Редко,Редко,Очень часто,Иногда,8,5,2,3,Улучшение,120.0
530,18,Spotify,3.0,Да,Да,Нет,Rock,Да,Нет,Иногда,Никогда,Никогда,Редко,Никогда,Никогда,Иногда,Никогда,Никогда,Редко,Редко,Иногда,Никогда,Никогда,Очень часто,Редко,10,2,0,0,Улучшение,118.0
531,64,Не пользуюсь,4.0,Да,Нет,Нет,Rock,Нет,Нет,Иногда,Редко,Иногда,Редко,Никогда,Редко,Иногда,Редко,Редко,Никогда,Редко,Иногда,Редко,Редко,Иногда,Редко,4,4,2,1,Улучшение,200.0
532,14,Spotify,2.0,Да,Да,Нет,Rock,Да,Да,Редко,Никогда,Никогда,Иногда,Никогда,Иногда,Редко,Никогда,Никогда,Никогда,Иногда,Очень часто,Редко,Иногда,Очень часто,Редко,7,5,2,6,Улучшение,136.0
533,26,YouTube Music,6.0,Да,Нет,Нет,Rock,Да,Нет,Иногда,Никогда,Никогда,Редко,Никогда,Редко,Иногда,Никогда,Никогда,Никогда,Редко,Иногда,Никогда,Редко,Очень часто,Никогда,3,2,0,0,Нет эффекта,104.0
534,33,Другое,1.0,Нет,Нет,Нет,Rock,Нет,Нет,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Никогда,Редко,Никогда,Никогда,Иногда,Редко,Редко,Очень часто,Никогда,3,10,4,1,Нет эффекта,120.0
535,18,Spotify,2.0,Да,Да,Да,Rock,Да,Нет,Никогда,Никогда,Редко,Редко,Никогда,Редко,Никогда,Никогда,Никогда,Редко,Никогда,Редко,Никогда,Редко,Очень часто,Никогда,6,7,4,3,Улучшение,124.0
536,31,Spotify,1.0,Нет,Нет,Нет,Rock,Нет,Да,Иногда,Редко,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Иногда,Никогда,Иногда,Редко,Редко,Редко,Очень часто,Иногда,3,10,0,0,Ухудшение,132.0
537,15,Не пользуюсь,5.0,Да,Нет,Нет,Rock,Да,Да,Редко,Никогда,Очень часто,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Редко,Очень часто,Никогда,Никогда,Очень часто,Иногда,10,6,0,4,Улучшение,126.0
538,34,YouTube Music,1.0,Нет,Нет,Нет,Rock,Нет,Да,Редко,Никогда,Никогда,Иногда,Никогда,Редко,Никогда,Никогда,Редко,Никогда,Никогда,Редко,Никогда,Иногда,Очень часто,Никогда,9,9,6,4,Улучшение,138.0
539,19,Spotify,5.0,Да,Да,Нет,Rock,Да,Нет,Иногда,Редко,Никогда,Никогда,Никогда,Редко,Иногда,Никогда,Никогда,Никогда,Очень часто,Иногда,Иногда,Редко,Очень часто,Никогда,2,2,0,6,Улучшение,141.0
540,20,Другое,0.7,Нет,Нет,Нет,Rock,Нет,Нет,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Редко,Очень часто,Редко,Никогда,Очень часто,Редко,5,6,8,2,Улучшение,144.0
541,23,Spotify,2.0,Да,Да,Да,Rock,Да,Нет,Очень часто,Никогда,Редко,Редко,Никогда,Иногда,Иногда,Никогда,Редко,Редко,Редко,Иногда,Иногда,Иногда,Очень часто,Иногда,6,8,4,2,Нет эффекта,138.0
542,28,Apple Music,2.0,Да,Нет,Нет,Rock,Нет,Нет,Редко,Никогда,Никогда,Редко,Никогда,Никогда,Иногда,Редко,Никогда,Иногда,Редко,Иногда,Редко,Никогда,Очень часто,Редко,7,5,2,1,Нет эффекта,124.0
543,25,Spotify,0.5,Да,Да,Нет,Rock,Да,Да,Редко,Никогда,Очень часто,Никогда,Никогда,Редко,Никогда,Редко,Никогда,Никогда,Редко,Иногда,Редко,Редко,Очень часто,Иногда,10,2,0,0,Улучшение,139.0
544,18,Spotify,5.0,Да,Нет,Нет,Rock,Да,Да,Редко,Никогда,Редко,Редко,Никогда,Редко,Никогда,Редко,Никогда,Редко,Иногда,Очень часто,Редко,Иногда,Очень часто,Очень часто,8,8,8,6,Улучшение,124.0
545,23,Другое,4.5,Да,Нет,Нет,Rock,Нет,Да,Иногда,Редко,Никогда,Иногда,Редко,Иногда,Редко,Редко,Никогда,Редко,Иногда,Иногда,Редко,Иногда,Очень часто,Иногда,6,1,8,4,Нет эффекта,124.0
546,40,Другое,3.0,Да,Нет,Нет,Rock,Да,Да,Иногда,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Редко,Иногда,Иногда,Редко,Никогда,Иногда,Никогда,0,4,4,0,Улучшение,178.0
547,18,Spotify,1.0,Нет,Нет,Нет,Rock,Да,Да,Иногда,Редко,Никогда,Иногда,Никогда,Иногда,Никогда,Никогда,Никогда,Никогда,Иногда,Иногда,Редко,Редко,Очень часто,Редко,8,9,6,1,Улучшение,108.0
548,16,Spotify,3.0,Да,Да,Нет,Rock,Да,Нет,Никогда,Редко,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Редко,Редко,Редко,Редко,Очень часто,Редко,9,8,6,2,Улучшение,124.0
549,16,Spotify,0.5,Нет,Нет,Нет,Rock,Нет,Да,Иногда,Никогда,Редко,Никогда,Никогда,Редко,Редко,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Никогда,Очень часто,Иногда,8,0,0,0,Улучшение,156.0
550,22,Spotify,3.0,Да,Да,Да,Rock,Да,Да,Никогда,Очень часто,Редко,Иногда,Никогда,Редко,Иногда,Никогда,Очень часто,Никогда,Редко,Иногда,Очень часто,Иногда,Очень часто,Никогда,10,10,4,0,Улучшение,90.0
551,29,Apple Music,1.5,Да,Нет,Да,Rock,Да,Да,Редко,Никогда,Иногда,Никогда,Никогда,Редко,Редко,Никогда,Никогда,Никогда,Редко,Очень часто,Очень часто,Очень часто,Очень часто,Никогда,8,7,1,2,Улучшение,108.0
552,32,Spotify,2.0,Нет,Нет,Нет,Rock,Да,Нет,Никогда,Редко,Иногда,Редко,Никогда,Иногда,Никогда,Никогда,Никогда,Иногда,Редко,Иногда,Иногда,Иногда,Иногда,Никогда,4,7,0,0,Улучшение,158.0
553,32,Не пользуюсь,1.0,Нет,Нет,Нет,Rock,Нет,Нет,Редко,Иногда,Никогда,Иногда,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Иногда,Очень часто,Редко,Никогда,Очень часто,Никогда,8,4,3,0,Нет эффекта,110.0
554,17,Spotify,2.0,Да,Нет,Нет,Rock,Да,Да,Никогда,Редко,Иногда,Иногда,Редко,Редко,Иногда,Редко,Редко,Редко,Очень часто,Очень часто,Иногда,Иногда,Очень часто,Иногда,0,8,0,0,Улучшение,93.0
555,21,Spotify,4.0,Да,Да,Нет,Rock,Да,Нет,Редко,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Очень часто,Редко,Никогда,Очень часто,Никогда,7,4,6,1,Улучшение,62.0
556,17,Spotify,1.5,Да,Нет,Нет,Rock,Да,Да,Очень часто,Никогда,Редко,Редко,Никогда,Никогда,Никогда,Никогда,Очень часто,Редко,Редко,Иногда,Иногда,Редко,Очень часто,Редко,8,7,7,3,Нет эффекта,180.0
557,15,Spotify,4.0,Да,Нет,Да,Rock,Да,Нет,Никогда,Никогда,Редко,Никогда,Никогда,Редко,Никогда,Иногда,Никогда,Очень часто,Иногда,Очень часто,Иногда,Редко,Очень часто,Никогда,8,6,4,0,Улучшение,105.0
558,38,Spotify,3.0,Да,Нет,Нет,Rock,Нет,Да,Очень часто,Редко,Никогда,Редко,Никогда,Никогда,Иногда,Никогда,Редко,Никогда,Очень часто,Иногда,Редко,Никогда,Очень часто,Никогда,6,7,7,7,Нет эффекта,124.0
559,23,Apple Music,3.0,Нет,Нет,Нет,Rock,Да,Нет,Редко,Никогда,Иногда,Иногда,Никогда,Редко,Никогда,Никогда,Никогда,Редко,Редко,Иногда,Никогда,Никогда,Очень часто,Иногда,7,6,4,2,Улучшение,161.0
560,15,Spotify,6.0,Да,Нет,Нет,Rock,Нет,Нет,Редко,Никогда,Иногда,Редко,Никогда,Иногда,Редко,Никогда,Никогда,Редко,Редко,Иногда,Иногда,Никогда,Очень часто,Иногда,8,3,5,2,Улучшение,97.0
561,32,Spotify,6.0,Да,Нет,Нет,Rock,Нет,Нет,Никогда,Редко,Иногда,Никогда,Никогда,Редко,Редко,Никогда,Никогда,Никогда,Никогда,Иногда,Редко,Редко,Очень часто,Редко,8,7,0,9,Улучшение,91.0
562,40,Spotify,6.0,Да,Нет,Нет,Rock,Да,Да,Иногда,Иногда,Иногда,Иногда,Редко,Иногда,Иногда,Никогда,Иногда,Иногда,Редко,Иногда,Иногда,Иногда,Очень часто,Редко,10,7,3,3,Нет эффекта,128.0
563,21,Spotify,10.0,Да,Нет,Нет,Rock,Да,Да,Редко,Никогда,Очень часто,Иногда,Никогда,Редко,Редко,Редко,Редко,Иногда,Иногда,Очень часто,Иногда,Редко,Очень часто,Очень часто,8,7,6,8,Нет эффекта,107.0
564,23,Spotify,3.0,Да,Да,Да,Rock,Да,Да,Редко,Редко,Никогда,Очень часто,Никогда,Иногда,Иногда,Никогда,Никогда,Никогда,Очень часто,Очень часто,Очень часто,Иногда,Очень часто,Никогда,10,7,0,10,Улучшение,66.0
565,33,YouTube Music,0.5,Да,Да,Нет,Rock,Нет,Нет,Иногда,Никогда,Редко,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Редко,Иногда,Редко,Никогда,Никогда,Иногда,Редко,7,9,4,6,Улучшение,80.0
566,18,YouTube Music,0.5,Нет,Нет,Нет,Rock,Да,Нет,Редко,Никогда,Никогда,Иногда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Редко,Никогда,Очень часто,Никогда,5,3,1,0,Нет эффекта,66.0
567,21,Spotify,1.0,Да,Нет,Нет,Rock,Да,Нет,Редко,Иногда,Иногда,Иногда,Никогда,Иногда,Редко,Редко,Редко,Редко,Редко,Очень часто,Никогда,Иногда,Очень часто,Очень часто,7,9,1,2,Улучшение,147.0
568,17,Apple Music,7.0,Да,Нет,Нет,Rock,Нет,Нет,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Очень часто,Никогда,Никогда,Очень часто,Иногда,8,7,7,4,Улучшение,140.0
569,16,YouTube Music,3.0,Да,Нет,Нет,Rock,Да,Да,Иногда,Никогда,Иногда,Никогда,Никогда,Редко,Редко,Редко,Никогда,Редко,Иногда,Иногда,Иногда,Иногда,Очень часто,Иногда,5,7,1,4,Улучшение,150.0
570,64,Другое,5.0,Да,Нет,Да,Rock,Да,Нет,Иногда,Редко,Никогда,Редко,Иногда,Иногда,Очень часто,Иногда,Никогда,Редко,Иногда,Редко,Иногда,Редко,Очень часто,Никогда,7,6,9,2,Улучшение,124.0
571,32,Не пользуюсь,3.0,Да,Да,Нет,Rock,Нет,Да,Очень часто,Иногда,Иногда,Иногда,Никогда,Никогда,Очень часто,Редко,Редко,Никогда,Очень часто,Редко,Никогда,Редко,Очень часто,Редко,2,2,8,0,Нет эффекта,93.0
572,20,Не пользуюсь,2.0,Да,Нет,Нет,Rock,Да,Нет,Редко,Редко,Никогда,Иногда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Редко,Иногда,Редко,Никогда,Очень часто,Иногда,6,2,6,7,Нет эффекта,114.0
573,44,Spotify,2.0,Нет,Нет,Нет,Rock,Да,Нет,Иногда,Иногда,Иногда,Иногда,Редко,Иногда,Редко,Редко,Никогда,Никогда,Иногда,Иногда,Иногда,Иногда,Очень часто,Никогда,7,7,2,1,Улучшение,105.0
574,23,Spotify,1.0,Нет,Да,Нет,Rock,Да,Нет,Иногда,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Редко,Иногда,Никогда,Никогда,Никогда,Очень часто,Никогда,1,0,1,0,Улучшение,124.0
575,23,Spotify,2.0,Да,Да,Нет,Rock,Да,Да,Редко,Редко,Никогда,Очень часто,Никогда,Редко,Никогда,Никогда,Никогда,Очень часто,Очень часто,Очень часто,Никогда,Иногда,Очень часто,Очень часто,0,5,7,0,Нет эффекта,141.0
576,57,YouTube Music,2.0,Да,Да,Да,Rock,Да,Нет,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Иногда,Никогда,Редко,Редко,Иногда,Иногда,Иногда,Редко,Очень часто,Никогда,2,2,7,0,Нет эффекта,125.0
577,18,Spotify,2.0,Нет,Нет,Нет,Rock,Да,Нет,Никогда,Очень часто,Никогда,Редко,Редко,Редко,Редко,Никогда,Никогда,Никогда,Иногда,Очень часто,Никогда,Иногда,Иногда,Иногда,8,4,3,0,Улучшение,123.0
578,16,Spotify,4.0,Да,Нет,Нет,Rock,Да,Нет,Редко,Иногда,Иногда,Иногда,Никогда,Иногда,Редко,Иногда,Никогда,Очень часто,Очень часто,Очень часто,Никогда,Никогда,Очень часто,Иногда,3,0,6,9,Улучшение,96.0
579,18,Spotify,6.0,Да,Нет,Да,Rock,Да,Нет,Иногда,Редко,Редко,Очень часто,Никогда,Иногда,Никогда,Иногда,Никогда,Очень часто,Очень часто,Иногда,Редко,Иногда,Очень часто,Очень часто,5,1,6,0,Улучшение,124.0
580,24,Apple Music,2.0,Да,Нет,Нет,Rock,Да,Да,Редко,Иногда,Никогда,Очень часто,Никогда,Иногда,Иногда,Никогда,Редко,Иногда,Никогда,Редко,Редко,Иногда,Очень часто,Никогда,7,7,0,4,Нет эффекта,93.0
581,25,Spotify,4.0,Да,Нет,Нет,Rock,Да,Да,Иногда,Редко,Редко,Очень часто,Редко,Иногда,Иногда,Редко,Редко,Иногда,Иногда,Иногда,Редко,Иногда,Очень часто,Очень часто,6,2,3,2,Улучшение,124.0
582,20,Не пользуюсь,4.0,Да,Нет,Нет,Rock,Да,Да,Редко,Никогда,Иногда,Никогда,Никогда,Редко,Никогда,Очень часто,Редко,Редко,Иногда,Очень часто,Редко,Редко,Очень часто,Редко,5,7,7,0,Нет эффекта,120.0
583,61,Pandora,2.0,Да,Нет,Нет,Rock,Да,Нет,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Иногда,Иногда,Редко,Никогда,Иногда,Никогда,2,2,2,0,Улучшение,94.0
584,33,Не пользуюсь,4.0,Да,Да,Нет,Rock,Да,Да,Редко,Иногда,Редко,Редко,Редко,Редко,Редко,Никогда,Никогда,Очень часто,Редко,Иногда,Редко,Редко,Очень часто,Очень часто,1,0,7,0,Улучшение,112.0
585,54,YouTube Music,10.0,Да,Нет,Нет,Rock,Да,Нет,Иногда,Иногда,Никогда,Редко,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Редко,Редко,Иногда,Никогда,Иногда,Никогда,2,1,2,2,Улучшение,124.0
586,16,Spotify,10.0,Нет,Нет,Нет,Rock,Да,Нет,Редко,Очень часто,Никогда,Очень часто,Редко,Редко,Иногда,Никогда,Никогда,Никогда,Очень часто,Иногда,Редко,Редко,Очень часто,Никогда,0,0,0,0,Нет эффекта,105.0
587,63,Spotify,2.0,Да,Нет,Нет,Rock,Да,Нет,Очень часто,Иногда,Редко,Очень часто,Никогда,Редко,Иногда,Никогда,Редко,Никогда,Никогда,Никогда,Редко,Никогда,Очень часто,Никогда,5,4,6,2,Улучшение,133.0
588,28,Spotify,1.0,Нет,Да,Нет,Rock,Да,Нет,Редко,Редко,Никогда,Редко,Никогда,Редко,Никогда,Никогда,Никогда,Иногда,Редко,Иногда,Никогда,Редко,Иногда,Никогда,3,1,0,2,Нет эффекта,72.0
589,58,YouTube Music,1.0,Да,Нет,Нет,Rock,Да,Нет,Редко,Иногда,Редко,Иногда,Иногда,Иногда,Иногда,Никогда,Редко,Редко,Иногда,Редко,Иногда,Иногда,Иногда,Никогда,5,6,3,1,Улучшение,133.0
590,67,Другое,4.0,Да,Нет,Нет,Rock,Нет,Нет,Никогда,Иногда,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Никогда,Никогда,Редко,Никогда,Редко,Никогда,Очень часто,Никогда,7,6,7,4,Улучшение,146.0
591,60,YouTube Music,2.0,Да,Нет,Нет,Rock,Нет,Да,Иногда,Иногда,Никогда,Иногда,Редко,Никогда,Редко,Никогда,Редко,Никогда,Редко,Иногда,Иногда,Редко,Очень часто,Редко,4,4,2,0,Улучшение,132.0
592,20,YouTube Music,8.0,Да,Нет,Нет,Rock,Да,Да,Никогда,Редко,Редко,Иногда,Никогда,Никогда,Редко,Никогда,Никогда,Редко,Иногда,Редко,Иногда,Никогда,Очень часто,Иногда,6,2,2,1,Улучшение,148.0
593,19,Не пользуюсь,7.0,Да,Нет,Нет,Rock,Нет,Нет,Иногда,Редко,Никогда,Редко,Никогда,Никогда,Иногда,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Очень часто,Иногда,7,7,0,0,Улучшение,128.0
594,21,Spotify,2.0,Да,Нет,Нет,Rock,Да,Да,Иногда,Никогда,Никогда,Иногда,Никогда,Редко,Редко,Редко,Никогда,Редко,Никогда,Очень часто,Редко,Редко,Очень часто,Редко,10,10,2,3,Улучшение,97.0
595,28,Spotify,8.0,Да,Нет,Нет,Rock,Да,Да,Редко,Редко,Редко,Иногда,Редко,Иногда,Иногда,Редко,Редко,Очень часто,Редко,Очень часто,Иногда,Иногда,Очень часто,Иногда,8,2,1,0,Нет эффекта,124.0
596,60,Spotify,1.0,Нет,Нет,Нет,Rock,Да,Нет,Иногда,Редко,Никогда,Иногда,Никогда,Никогда,Иногда,Никогда,Никогда,Никогда,Никогда,Редко,Редко,Никогда,Иногда,Никогда,3,2,5,0,Нет эффекта,129.0
597,60,Другое,2.0,Да,Нет,Нет,Rock,Нет,Нет,Редко,Иногда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Редко,Иногда,Никогда,Очень часто,Никогда,7,7,2,4,Улучшение,124.0
598,51,Не пользуюсь,5.0,Да,Нет,Нет,Rock,Нет,Нет,Иногда,Редко,Никогда,Иногда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Иногда,Редко,Редко,Никогда,Очень часто,Редко,1,2,1,0,Нет эффекта,180.0
599,63,YouTube Music,8.0,Да,Нет,Нет,Rock,Да,Нет,Иногда,Иногда,Редко,Редко,Никогда,Никогда,Редко,Никогда,Редко,Редко,Никогда,Иногда,Редко,Никогда,Иногда,Никогда,2,1,2,2,Улучшение,70.0
600,60,Spotify,2.0,Да,Нет,Нет,Rock,Нет,Нет,Редко,Редко,Никогда,Редко,Редко,Никогда,Редко,Никогда,Никогда,Никогда,Редко,Иногда,Иногда,Никогда,Очень часто,Никогда,0,0,0,0,Улучшение,124.0
601,42,Spotify,2.0,Да,Нет,Нет,Rock,Нет,Да,Редко,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Редко,Редко,Иногда,Редко,2,4,5,2,Улучшение,85.0
602,19,Spotify,3.0,Да,Нет,Нет,Rock,Нет,Нет,Никогда,Очень часто,Никогда,Редко,Иногда,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Очень часто,Никогда,Иногда,Очень часто,Иногда,10,8,6,2,Нет эффекта,121.0
603,50,Не пользуюсь,1.0,Нет,Нет,Нет,Rock,Нет,Нет,Иногда,Иногда,Никогда,Никогда,Никогда,Очень часто,Иногда,Редко,Редко,Никогда,Редко,Очень часто,Иногда,Иногда,Очень часто,Никогда,0,0,7,0,Улучшение,98.0
604,24,Spotify,6.0,Да,Да,Да,Rock,Да,Да,Никогда,Редко,Иногда,Очень часто,Никогда,Редко,Редко,Иногда,Никогда,Редко,Очень часто,Иногда,Никогда,Редко,Очень часто,Иногда,8,8,10,0,Улучшение,118.0
605,67,Apple Music,2.0,Нет,Нет,Нет,Rock,Да,Нет,Иногда,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Иногда,Иногда,Никогда,Никогда,Иногда,Никогда,8,2,0,0,Нет эффекта,124.0
606,18,Spotify,1.0,Да,Да,Да,Rock,Да,Нет,Иногда,Никогда,Иногда,Никогда,Никогда,Редко,Редко,Никогда,Никогда,Редко,Очень часто,Иногда,Никогда,Редко,Очень часто,Редко,5,6,8,2,Улучшение,165.0
607,18,Spotify,2.0,Нет,Да,Нет,Rock,Да,Нет,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Иногда,Иногда,Редко,Редко,Очень часто,Никогда,8,3,1,3,Улучшение,115.0
608,19,Spotify,3.0,Да,Нет,Нет,Rock,Да,Да,Иногда,Редко,Редко,Иногда,Редко,Иногда,Редко,Редко,Редко,Редко,Редко,Иногда,Редко,Иногда,Очень часто,Никогда,4,0,7,0,Нет эффекта,122.0
609,25,Spotify,5.0,Да,Да,Нет,Rock,Да,Нет,Иногда,Иногда,Редко,Никогда,Никогда,Иногда,Никогда,Редко,Никогда,Редко,Иногда,Иногда,Никогда,Иногда,Очень часто,Иногда,8,7,2,1,Улучшение,125.0
610,14,Spotify,3.0,Да,Нет,Нет,Rock,Да,Нет,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Редко,Никогда,Никогда,Никогда,Редко,Иногда,Никогда,Никогда,Очень часто,Иногда,2,6,3,0,Ухудшение,76.0
611,26,Spotify,8.0,Нет,Нет,Нет,Rock,Нет,Да,Никогда,Иногда,Иногда,Очень часто,Никогда,Очень часто,Редко,Очень часто,Никогда,Никогда,Иногда,Иногда,Очень часто,Очень часто,Очень часто,Очень часто,8,10,7,3,Нет эффекта,172.0
612,59,Другое,1.0,Нет,Да,Нет,Rock,Нет,Нет,Редко,Никогда,Никогда,Редко,Иногда,Никогда,Редко,Никогда,Редко,Никогда,Никогда,Редко,Редко,Никогда,Очень часто,Никогда,1,0,0,1,Улучшение,79.0
613,30,Spotify,8.0,Да,Да,Да,Rock,Да,Нет,Иногда,Иногда,Никогда,Редко,Никогда,Иногда,Иногда,Никогда,Иногда,Иногда,Редко,Иногда,Иногда,Иногда,Очень часто,Никогда,8,6,6,8,Улучшение,112.0
614,18,Spotify,10.0,Да,Да,Да,Rock,Да,Нет,Иногда,Иногда,Иногда,Иногда,Редко,Иногда,Иногда,Иногда,Редко,Редко,Очень часто,Очень часто,Иногда,Иногда,Очень часто,Никогда,10,10,6,6,Улучшение,110.0
615,40,Spotify,5.0,Да,Нет,Нет,Rock,Да,Да,Иногда,Иногда,Иногда,Иногда,Никогда,Очень часто,Редко,Редко,Иногда,Редко,Иногда,Очень часто,Иногда,Очень часто,Очень часто,Редко,3,0,0,1,Улучшение,174.0
616,24,Spotify,10.0,Да,Нет,Нет,Rock,Да,Да,Иногда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Иногда,Иногда,Никогда,Никогда,Очень часто,Иногда,7,9,10,0,Улучшение,180.0
617,32,Spotify,8.0,Да,Нет,Нет,Rock,Да,Нет,Никогда,Никогда,Никогда,Редко,Никогда,Иногда,Никогда,Никогда,Никогда,Никогда,Иногда,Редко,Редко,Иногда,Очень часто,Иногда,7,6,5,8,Улучшение,101.0
618,46,Не пользуюсь,1.0,Нет,Нет,Нет,Rock,Нет,Нет,Никогда,Иногда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Никогда,Иногда,Никогда,0,0,1,0,Нет эффекта,120.0
619,56,Не пользуюсь,2.0,Да,Нет,Нет,Rock,Нет,Да,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Никогда,Никогда,Редко,Очень часто,Никогда,3,3,1,8,Нет эффекта,220.0
